Time, Quadrant Number, Ball Colour, Event Type
76.07, 2, white, Exit
76.10, 2, red, Exit
76.10, 4, white, Exit
76.10, 2, white, Exit
76.13, 4, red, Exit
76.13, 4, white, Exit
76.13, 2, white, Exit
76.17, 4, white, Exit
76.17, 2, white, Exit
76.20, 4, white, Exit
76.20, 2, white, Exit
76.23, 2, red, Exit
76.23, 4, white, Exit
76.23, 2, white, Exit
76.27, 4, red, Exit
76.27, 4, white, Exit
76.27, 2, white, Exit
76.30, 4, white, Exit
76.30, 2, white, Exit
76.33, 4, white, Exit
76.33, 2, white, Exit
76.40, 3, red, Exit
76.40, 4, red, Exit
76.43, 4, white, Exit
76.43, 2, white, Exit
76.47, 2, red, Exit
76.63, 3, red, Exit
76.63, 2, red, Exit
76.67, 1, red, Exit
76.70, 3, red, Exit
76.70, 2, red, Exit
76.73, 3, red, Exit
76.77, 4, red, Exit
76.80, 3, red, Exit
76.80, 4, red, Exit
76.80, 2, red, Exit
76.83, 4, red, Exit
76.87, 1, red, Exit
76.87, 2, red, Exit
76.90, 1, red, Exit
76.93, 2, red, Exit
77.10, 3, red, Exit
77.23, 1, red, Exit
77.30, 3, red, Exit
77.33, 1, red, Exit
77.37, 3, red, Exit
77.50, 4, red, Exit
77.53, 3, red, Exit
77.53, 4, red, Exit
77.57, 3, red, Exit
77.57, 4, red, Exit
77.60, 3, red, Exit
77.60, 2, red, Exit
77.73, 4, red, Exit
77.73, 1, red, Exit
77.73, 2, red, Exit
77.77, 4, white, Exit
77.77, 2, white, Exit
77.80, 3, red, Exit
77.80, 2, red, Exit
77.83, 3, red, Exit
77.83, 2, red, Exit
77.97, 4, white, Exit
78.10, 3, red, Exit
78.10, 2, red, Exit
78.13, 3, red, Exit
78.13, 2, red, Exit
78.20, 4, red, Exit
78.20, 1, red, Exit
78.20, 2, red, Exit
78.23, 4, red, Exit
78.23, 2, red, Exit
78.30, 4, red, Exit
78.30, 2, red, Exit
78.30, 2, white, Exit
78.33, 4, white, Exit
78.33, 2, white, Exit
78.37, 4, red, Exit
78.37, 2, red, Exit
78.37, 4, white, Exit
78.37, 2, white, Exit
78.40, 4, white, Exit
78.40, 2, white, Exit
78.43, 4, white, Exit
78.43, 2, white, Exit
78.47, 4, red, Exit
78.47, 2, red, Exit
78.47, 4, white, Exit
78.47, 2, white, Exit
78.50, 4, white, Exit
78.50, 2, white, Exit
78.53, 4, white, Exit
78.53, 2, white, Exit
78.57, 4, white, Exit
78.57, 2, white, Exit
78.60, 3, red, Exit
78.60, 2, red, Exit
78.60, 4, white, Exit
78.60, 2, white, Exit
78.63, 4, white, Exit
78.63, 2, white, Exit
78.67, 4, red, Exit
78.67, 2, red, Exit
78.70, 4, white, Exit
78.70, 2, white, Exit
78.73, 4, white, Exit
78.73, 2, white, Exit
78.83, 3, red, Exit
78.83, 2, red, Exit
78.97, 3, red, Exit
78.97, 2, red, Exit
79.07, 4, red, Exit
79.07, 1, red, Exit
79.07, 2, red, Exit
79.13, 3, red, Exit
79.13, 2, red, Exit
79.23, 3, red, Exit
79.23, 2, red, Exit
79.27, 3, red, Exit
79.27, 4, red, Exit
79.27, 2, red, Exit
79.33, 3, red, Exit
79.33, 2, red, Exit
79.40, 3, red, Exit
79.40, 2, red, Exit
79.43, 3, red, Exit
79.43, 2, red, Exit
79.47, 3, red, Exit
79.47, 2, red, Exit
79.77, 3, red, Exit
79.77, 2, red, Exit
79.80, 3, red, Exit
79.80, 2, red, Exit
80.00, 3, red, Exit
80.00, 2, red, Exit
80.07, 1, red, Exit
80.07, 2, red, Exit
80.17, 3, red, Exit
80.17, 2, red, Exit
80.20, 3, red, Exit
80.20, 2, red, Exit
80.23, 3, red, Exit
80.23, 2, red, Exit
80.27, 3, red, Exit
80.27, 2, red, Exit
80.30, 1, red, Exit
80.30, 2, red, Exit
80.40, 3, red, Exit
80.40, 4, red, Exit
80.40, 2, red, Exit
80.53, 3, red, Exit
80.53, 2, red, Exit
80.57, 3, red, Exit
80.57, 2, red, Exit
80.70, 3, red, Exit
80.70, 1, red, Exit
80.70, 2, red, Exit
80.73, 3, red, Exit
80.73, 2, red, Exit
80.80, 3, red, Exit
80.80, 2, red, Exit
80.87, 1, red, Exit
80.87, 2, red, Exit
81.00, 3, red, Exit
81.00, 2, red, Exit
81.03, 1, red, Exit
81.07, 4, red, Exit
81.07, 2, red, Exit
81.10, 4, red, Exit
81.10, 2, red, Exit
81.13, 4, red, Exit
81.13, 2, red, Exit
81.17, 4, red, Exit
81.17, 3, red, Exit
81.17, 2, red, Exit
81.20, 4, red, Exit
81.20, 2, red, Exit
81.23, 4, red, Exit
81.23, 1, red, Exit
81.23, 2, red, Exit
81.30, 4, red, Exit
81.30, 2, red, Exit
81.30, 1, red, Exit
81.33, 2, red, Exit
81.50, 1, red, Exit
81.50, 2, red, Exit
81.53, 3, red, Exit
81.53, 2, red, Exit
81.57, 1, red, Exit
81.57, 2, red, Exit
81.57, 1, red, Exit
81.60, 2, red, Exit
81.63, 1, red, Exit
81.63, 2, red, Exit
81.67, 1, red, Exit
81.67, 2, red, Exit
81.73, 3, red, Exit
81.73, 2, red, Exit
81.77, 3, red, Exit
81.77, 4, red, Exit
81.77, 2, red, Exit
81.80, 3, red, Exit
81.80, 2, red, Exit
81.83, 1, red, Exit
81.87, 2, red, Exit
81.90, 1, red, Exit
81.90, 2, red, Exit
81.93, 3, red, Exit
81.93, 2, red, Exit
81.93, 1, red, Exit
81.97, 2, red, Exit
81.97, 1, red, Exit
82.00, 2, red, Exit
82.00, 4, white, Exit
82.00, 2, white, Exit
82.23, 3, red, Exit
82.23, 2, red, Exit
82.30, 3, red, Exit
82.30, 2, red, Exit
82.33, 3, red, Exit
82.33, 2, red, Exit
82.37, 3, red, Exit
82.37, 2, red, Exit
82.40, 3, red, Exit
82.40, 2, red, Exit
82.43, 3, red, Exit
82.43, 2, red, Exit
82.47, 3, red, Exit
82.47, 2, red, Exit
82.50, 3, red, Exit
82.50, 2, red, Exit
82.57, 4, white, Exit
82.57, 2, white, Exit
82.70, 3, red, Exit
82.70, 2, red, Exit
82.73, 3, red, Exit
82.73, 2, red, Exit
82.77, 3, red, Exit
82.77, 2, red, Exit
82.80, 3, red, Exit
82.80, 2, red, Exit
82.83, 3, red, Exit
82.83, 2, red, Exit
82.90, 4, white, Exit
82.90, 2, white, Exit
82.93, 3, red, Exit
82.93, 2, red, Exit
82.97, 4, red, Exit
82.97, 2, red, Exit
82.97, 4, white, Exit
82.97, 2, white, Exit
83.00, 4, white, Exit
83.00, 2, white, Exit
83.17, 4, red, Exit
83.17, 3, red, Exit
83.17, 2, red, Exit
83.20, 3, red, Exit
83.20, 2, red, Exit
83.37, 4, white, Exit
83.37, 2, white, Exit
83.40, 4, white, Exit
83.40, 2, white, Exit
83.63, 1, red, Exit
83.63, 2, red, Exit
83.67, 3, red, Exit
83.67, 1, red, Exit
83.67, 2, red, Exit
83.70, 4, white, Exit
83.70, 2, white, Exit
83.80, 4, white, Exit
83.80, 2, white, Exit
83.83, 1, red, Exit
83.83, 2, red, Exit
83.93, 4, white, Exit
83.93, 2, white, Exit
84.03, 3, red, Exit
84.03, 2, red, Exit
84.07, 3, red, Exit
84.07, 4, red, Exit
84.07, 2, red, Exit
84.07, 1, red, Exit
84.10, 3, red, Exit
84.10, 2, red, Exit
84.13, 3, red, Exit
84.13, 4, red, Exit
84.13, 2, red, Exit
84.17, 3, red, Exit
84.17, 4, red, Exit
84.17, 2, red, Exit
84.20, 3, red, Exit
84.20, 2, red, Exit
84.20, 1, red, Exit
84.20, 2, red, Exit
84.23, 3, red, Exit
84.23, 2, red, Exit
84.27, 3, red, Exit
84.27, 4, red, Exit
84.27, 2, red, Exit
84.30, 3, red, Exit
84.30, 4, red, Exit
84.30, 2, red, Exit
84.37, 3, red, Exit
84.37, 2, red, Exit
84.47, 3, red, Exit
84.47, 2, red, Exit
84.57, 3, red, Exit
84.57, 2, red, Exit
84.60, 4, red, Exit
84.60, 2, red, Exit
84.63, 3, red, Exit
84.63, 2, red, Exit
84.87, 3, red, Exit
84.87, 2, red, Exit
84.90, 1, red, Exit
84.90, 2, red, Exit
84.93, 3, red, Exit
84.93, 2, red, Exit
84.97, 3, red, Exit
84.97, 2, red, Exit
84.97, 1, red, Exit
85.00, 4, red, Exit
85.00, 2, red, Exit
85.00, 1, red, Exit
85.03, 4, red, Exit
85.03, 3, red, Exit
85.03, 2, red, Exit
85.07, 3, red, Exit
85.07, 2, red, Exit
85.10, 3, red, Exit
85.10, 2, red, Exit
85.13, 3, red, Exit
85.13, 2, red, Exit
85.30, 4, red, Exit
85.30, 2, red, Exit
85.40, 1, red, Exit
85.43, 2, red, Exit
85.57, 3, red, Exit
85.57, 2, red, Exit
85.60, 3, red, Exit
85.60, 2, red, Exit
85.63, 3, red, Exit
85.63, 4, red, Exit
85.63, 2, red, Exit
85.67, 3, red, Exit
85.67, 4, red, Exit
85.67, 2, red, Exit
85.70, 4, red, Exit
85.70, 2, red, Exit
85.73, 4, red, Exit
85.73, 2, red, Exit
85.77, 3, red, Exit
85.77, 2, red, Exit
85.80, 3, red, Exit
85.80, 2, red, Exit
85.87, 4, red, Exit
85.87, 2, red, Exit
85.90, 4, red, Exit
85.90, 2, red, Exit
85.93, 3, red, Exit
85.93, 2, red, Exit
86.00, 4, red, Exit
86.00, 3, red, Exit
86.00, 2, red, Exit
86.03, 4, red, Exit
86.03, 2, red, Exit
86.10, 4, red, Exit
86.10, 2, red, Exit
86.23, 3, red, Exit
86.30, 4, red, Exit
86.30, 2, red, Exit
86.33, 4, red, Exit
86.33, 2, red, Exit
86.37, 4, red, Exit
86.37, 2, red, Exit
86.40, 4, red, Exit
86.47, 3, red, Exit
86.53, 1, red, Exit
86.60, 3, red, Exit
86.73, 2, red, Exit
86.77, 1, red, Exit
86.87, 3, red, Exit
87.03, 2, red, Exit
87.10, 3, red, Exit
87.10, 1, red, Exit
87.27, 4, red, Exit
87.43, 2, red, Exit
87.43, 4, white, Exit
87.43, 2, white, Exit
87.47, 4, white, Exit
87.47, 2, white, Exit
87.50, 4, white, Exit
87.50, 2, white, Exit
87.53, 4, white, Exit
87.53, 2, white, Exit
87.53, 1, white, Exit
87.53, 4, white, Exit
87.57, 4, red, Exit
87.57, 2, white, Exit
87.57, 4, white, Exit
87.60, 2, white, Exit
87.60, 4, white, Exit
87.63, 2, white, Exit
87.63, 4, white, Exit
87.67, 2, white, Exit
87.67, 4, white, Exit
87.70, 3, red, Exit
87.70, 4, red, Exit
87.70, 2, white, Exit
87.70, 4, white, Exit
87.73, 2, white, Exit
87.73, 4, white, Exit
87.77, 2, white, Exit
87.77, 4, white, Exit
87.80, 3, red, Exit
87.80, 2, white, Exit
87.87, 4, red, Exit
87.90, 3, red, Exit
87.97, 2, red, Exit
88.10, 1, red, Exit
88.17, 3, red, Exit
88.40, 1, red, Exit
88.47, 3, red, Exit
88.87, 4, red, Exit
88.93, 3, red, Exit
89.00, 1, red, Exit
89.17, 4, red, Exit
89.17, 2, red, Exit
89.30, 4, red, Exit
89.30, 2, red, Exit
89.33, 4, red, Exit
89.37, 1, red, Exit
89.47, 3, red, Exit
89.67, 4, red, Exit
89.73, 3, red, Exit
89.80, 2, red, Exit
89.93, 4, red, Exit
90.30, 4, white, Exit
90.30, 2, white, Exit
90.37, 1, red, Exit
90.40, 4, red, Exit
90.40, 1, red, Exit
90.43, 4, red, Exit
90.60, 3, red, Exit
90.60, 4, red, Exit
90.77, 1, red, Exit
90.80, 3, red, Exit
90.80, 4, red, Exit
90.87, 2, red, Exit
90.90, 3, red, Exit
90.90, 4, red, Exit
90.97, 2, red, Exit
91.00, 3, red, Exit
91.00, 4, red, Exit
91.00, 1, red, Exit
91.03, 3, red, Exit
91.03, 4, red, Exit
91.07, 2, red, Exit
91.10, 4, red, Exit
91.10, 3, red, Exit
91.13, 4, red, Exit
91.13, 3, red, Exit
91.17, 4, red, Exit
91.23, 3, red, Exit
91.27, 4, red, Exit
91.27, 3, red, Exit
91.30, 4, red, Exit
91.40, 3, red, Exit
91.40, 4, red, Exit
91.40, 1, red, Exit
91.43, 4, red, Exit
91.50, 3, red, Exit
91.53, 4, red, Exit
91.53, 3, red, Exit
91.57, 4, red, Exit
91.70, 1, red, Exit
91.70, 4, white, Exit
91.70, 2, white, Exit
91.73, 4, red, Exit
91.73, 3, red, Exit
91.73, 4, red, Exit
91.73, 4, white, Exit
91.73, 2, white, Exit
91.80, 2, red, Exit
91.83, 4, red, Exit
91.83, 2, red, Exit
91.87, 4, red, Exit
91.90, 4, white, Exit
91.90, 2, white, Exit
92.00, 3, red, Exit
92.00, 4, red, Exit
92.03, 4, white, Exit
92.03, 2, white, Exit
92.10, 3, red, Exit
92.10, 4, red, Exit
92.13, 3, red, Exit
92.13, 4, red, Exit
92.17, 3, red, Exit
92.17, 4, red, Exit
92.17, 4, white, Exit
92.17, 2, white, Exit
92.20, 4, white, Exit
92.20, 2, white, Exit
92.23, 3, red, Exit
92.23, 4, red, Exit
92.23, 4, white, Exit
92.23, 2, white, Exit
92.27, 3, red, Exit
92.27, 4, red, Exit
92.27, 4, white, Exit
92.27, 2, white, Exit
92.30, 3, red, Exit
92.30, 4, red, Exit
92.30, 4, white, Exit
92.30, 2, white, Exit
92.33, 3, red, Exit
92.33, 4, white, Exit
92.33, 2, white, Exit
92.37, 4, red, Exit
92.37, 3, red, Exit
92.37, 4, white, Exit
92.37, 2, white, Exit
92.40, 4, red, Exit
92.40, 4, white, Exit
92.40, 2, white, Exit
92.43, 4, white, Exit
92.43, 2, white, Exit
92.47, 3, red, Exit
92.47, 4, red, Exit
92.47, 4, white, Exit
92.47, 2, white, Exit
92.50, 3, red, Exit
92.50, 4, white, Exit
92.50, 2, white, Exit
92.53, 4, red, Exit
92.53, 4, white, Exit
92.57, 3, red, Exit
92.57, 4, red, Exit
92.57, 2, white, Exit
92.60, 3, red, Exit
92.60, 4, red, Exit
92.63, 3, red, Exit
92.63, 4, red, Exit
92.67, 3, red, Exit
92.67, 4, red, Exit
92.70, 3, red, Exit
92.70, 4, red, Exit
92.70, 1, red, Exit
92.73, 3, red, Exit
92.73, 4, red, Exit
92.77, 3, red, Exit
92.77, 4, red, Exit
92.77, 1, red, Exit
92.80, 4, red, Exit
92.87, 3, red, Exit
92.87, 4, red, Exit
92.87, 1, red, Exit
92.90, 4, red, Exit
92.97, 3, red, Exit
92.97, 4, red, Exit
92.97, 1, red, Exit
93.00, 4, red, Exit
93.13, 3, red, Exit
93.13, 4, red, Exit
93.20, 3, red, Exit
93.20, 4, white, Exit
93.20, 2, white, Exit
93.23, 4, red, Exit
93.23, 4, white, Exit
93.23, 2, white, Exit
93.27, 3, red, Exit
93.27, 4, red, Exit
93.30, 3, red, Exit
93.30, 4, red, Exit
93.30, 4, white, Exit
93.30, 2, white, Exit
93.33, 3, red, Exit
93.33, 4, red, Exit
93.33, 4, white, Exit
93.33, 2, white, Exit
93.37, 3, red, Exit
93.37, 4, red, Exit
93.37, 2, red, Exit
93.37, 4, white, Exit
93.37, 2, white, Exit
93.40, 4, red, Exit
93.40, 1, red, Exit
93.40, 4, white, Exit
93.40, 2, white, Exit
93.40, 1, white, Exit
93.40, 2, white, Exit
93.40, 4, white, Exit
93.43, 3, red, Exit
93.43, 2, white, Exit
93.43, 1, white, Exit
93.43, 2, white, Exit
93.47, 4, white, Exit
93.47, 2, white, Exit
93.47, 1, white, Exit
93.50, 2, red, Exit
93.50, 4, white, Exit
93.50, 2, white, Exit
93.50, 1, white, Exit
93.50, 4, white, Exit
93.53, 2, white, Exit
93.53, 1, white, Exit
93.57, 4, red, Exit
93.57, 4, white, Exit
93.57, 2, white, Exit
93.60, 4, white, Exit
93.60, 2, white, Exit
93.63, 4, white, Exit
93.63, 2, white, Exit
93.67, 4, white, Exit
93.67, 2, white, Exit
93.70, 3, red, Exit
93.70, 4, red, Exit
93.70, 4, white, Exit
93.70, 2, white, Exit
93.73, 4, white, Exit
93.73, 2, white, Exit
93.77, 4, white, Exit
93.77, 2, white, Exit
93.80, 4, white, Exit
93.80, 2, white, Exit
93.83, 3, red, Exit
93.83, 4, red, Exit
93.83, 4, white, Exit
93.83, 2, white, Exit
93.87, 3, red, Exit
93.87, 4, red, Exit
93.87, 4, white, Exit
93.87, 2, white, Exit
93.90, 3, red, Exit
93.90, 4, red, Exit
93.90, 3, red, Exit
93.90, 4, red, Exit
93.90, 4, white, Exit
93.90, 2, white, Exit
93.93, 3, red, Exit
93.93, 4, red, Exit
93.93, 3, red, Exit
93.93, 4, red, Exit
93.93, 4, white, Exit
93.93, 2, white, Exit
93.97, 3, red, Exit
93.97, 4, red, Exit
93.97, 4, white, Exit
93.97, 2, white, Exit
94.00, 3, red, Exit
94.00, 4, white, Exit
94.00, 2, white, Exit
94.03, 4, white, Exit
94.03, 2, white, Exit
94.07, 1, red, Exit
94.07, 4, white, Exit
94.07, 2, white, Exit
94.10, 4, white, Exit
94.10, 2, white, Exit
94.13, 4, white, Exit
94.13, 2, white, Exit
94.17, 4, white, Exit
94.17, 2, white, Exit
94.20, 4, red, Exit
94.20, 1, red, Exit
94.20, 4, white, Exit
94.20, 2, white, Exit
94.23, 4, white, Exit
94.23, 2, white, Exit
94.27, 4, white, Exit
94.27, 2, white, Exit
94.30, 4, red, Exit
94.30, 4, white, Exit
94.30, 2, white, Exit
94.33, 4, white, Exit
94.33, 2, white, Exit
94.37, 3, red, Exit
94.37, 4, red, Exit
94.37, 4, white, Exit
94.37, 2, white, Exit
94.40, 4, white, Exit
94.40, 2, white, Exit
94.43, 4, white, Exit
94.43, 2, white, Exit
94.47, 3, red, Exit
94.47, 4, red, Exit
94.47, 4, white, Exit
94.47, 2, white, Exit
94.50, 3, red, Exit
94.50, 4, red, Exit
94.53, 3, red, Exit
94.53, 4, red, Exit
94.53, 2, red, Exit
94.57, 4, red, Exit
94.63, 4, white, Exit
94.63, 2, white, Exit
94.67, 1, red, Exit
94.70, 4, red, Exit
94.70, 4, white, Exit
94.70, 2, white, Exit
94.83, 2, red, Exit
94.83, 1, red, Exit
94.87, 4, red, Exit
94.87, 1, red, Exit
94.87, 4, white, Exit
94.87, 2, white, Exit
94.90, 3, red, Exit
94.90, 4, red, Exit
94.90, 3, red, Exit
94.93, 4, red, Exit
94.97, 1, red, Exit
94.97, 4, white, Exit
94.97, 2, white, Exit
95.00, 4, red, Exit
95.03, 3, red, Exit
95.03, 4, red, Exit
95.07, 3, red, Exit
95.07, 4, red, Exit
95.17, 3, red, Exit
95.17, 4, red, Exit
95.30, 1, red, Exit
95.30, 1, white, Exit
95.30, 2, white, Exit
95.33, 4, red, Exit
95.47, 3, red, Exit
95.47, 4, white, Exit
95.47, 2, white, Exit
95.50, 4, red, Exit
95.50, 3, red, Exit
95.50, 4, white, Exit
95.50, 2, white, Exit
95.53, 4, red, Exit
95.53, 3, red, Exit
95.53, 4, red, Exit
95.53, 3, red, Exit
95.53, 4, white, Exit
95.53, 2, white, Exit
95.57, 4, red, Exit
95.57, 3, red, Exit
95.57, 1, red, Exit
95.57, 4, white, Exit
95.57, 2, white, Exit
95.60, 3, red, Exit
95.60, 4, red, Exit
95.60, 4, white, Exit
95.60, 2, white, Exit
95.63, 4, white, Exit
95.63, 2, white, Exit
95.67, 1, red, Exit
95.67, 4, white, Exit
95.67, 2, white, Exit
95.70, 4, red, Exit
95.70, 4, white, Exit
95.70, 2, white, Exit
95.73, 1, red, Exit
95.73, 4, white, Exit
95.73, 2, white, Exit
95.77, 4, red, Exit
95.80, 1, red, Exit
95.83, 4, red, Exit
95.87, 3, red, Exit
95.87, 4, red, Exit
95.93, 3, red, Exit
95.93, 4, red, Exit
95.97, 1, red, Exit
96.00, 4, red, Exit
96.07, 1, red, Exit
96.10, 4, red, Exit
96.10, 1, red, Exit
96.13, 3, red, Exit
96.13, 4, red, Exit
96.17, 1, red, Exit
96.20, 4, red, Exit
96.20, 1, red, Exit
96.23, 4, red, Exit
96.30, 3, red, Exit
96.30, 4, red, Exit
96.30, 3, red, Exit
96.33, 4, red, Exit
96.33, 2, red, Exit
96.33, 4, white, Exit
96.33, 2, white, Exit
96.37, 4, red, Exit
96.37, 3, red, Exit
96.37, 4, red, Exit
96.37, 2, red, Exit
96.37, 4, white, Exit
96.37, 2, white, Exit
96.40, 4, red, Exit
96.40, 4, white, Exit
96.40, 2, white, Exit
96.43, 1, red, Exit
96.43, 4, white, Exit
96.43, 2, white, Exit
96.47, 4, red, Exit
96.50, 2, red, Exit
96.53, 4, red, Exit
96.53, 3, red, Exit
96.57, 4, red, Exit
96.63, 4, white, Exit
96.63, 2, white, Exit
96.87, 1, red, Exit
96.90, 4, red, Exit
96.90, 1, red, Exit
96.93, 4, red, Exit
96.93, 4, white, Exit
96.93, 2, white, Exit
96.97, 1, red, Exit
97.00, 4, red, Exit
97.03, 4, white, Exit
97.03, 2, white, Exit
97.27, 3, red, Exit
97.27, 4, red, Exit
97.30, 3, red, Exit
97.30, 4, red, Exit
97.30, 4, white, Exit
97.30, 2, white, Exit
97.33, 4, white, Exit
97.33, 2, white, Exit
97.37, 3, red, Exit
97.37, 4, red, Exit
97.43, 3, red, Exit
97.43, 4, red, Exit
97.43, 1, red, Exit
97.47, 4, red, Exit
97.47, 3, red, Exit
97.50, 4, red, Exit
97.60, 4, white, Exit
97.60, 2, white, Exit
97.67, 4, white, Exit
97.67, 2, white, Exit
97.70, 3, red, Exit
97.70, 4, red, Exit
97.70, 1, red, Exit
97.70, 4, white, Exit
97.70, 2, white, Exit
97.73, 4, red, Exit
97.73, 1, red, Exit
97.77, 4, red, Exit
97.77, 1, red, Exit
97.80, 4, red, Exit
97.80, 4, white, Exit
97.80, 2, white, Exit
97.97, 1, red, Exit
97.97, 4, white, Exit
97.97, 2, white, Exit
98.00, 4, red, Exit
98.00, 4, white, Exit
98.00, 2, white, Exit
98.13, 4, white, Exit
98.13, 2, white, Exit
98.20, 4, white, Exit
98.20, 2, white, Exit
98.23, 4, white, Exit
98.23, 2, white, Exit
98.27, 1, red, Exit
98.30, 3, red, Exit
98.30, 4, red, Exit
98.30, 1, red, Exit
98.30, 4, white, Exit
98.30, 2, white, Exit
98.33, 3, red, Exit
98.33, 4, red, Exit
98.33, 1, red, Exit
98.33, 4, white, Exit
98.33, 2, white, Exit
98.37, 4, red, Exit
98.47, 3, red, Exit
98.47, 4, red, Exit
98.50, 3, red, Exit
98.50, 4, red, Exit
98.50, 2, red, Exit
98.53, 3, red, Exit
98.53, 4, red, Exit
98.57, 3, red, Exit
98.57, 4, red, Exit
98.60, 2, red, Exit
98.63, 4, red, Exit
98.63, 4, white, Exit
98.63, 2, white, Exit
98.67, 4, white, Exit
98.67, 2, white, Exit
98.70, 4, white, Exit
98.70, 2, white, Exit
98.73, 4, white, Exit
98.73, 2, white, Exit
98.77, 3, red, Exit
98.77, 4, white, Exit
98.77, 2, white, Exit
98.80, 4, red, Exit
98.80, 3, red, Exit
98.80, 4, white, Exit
98.80, 2, white, Exit
98.83, 4, red, Exit
98.83, 2, red, Exit
98.87, 4, red, Exit
98.87, 3, red, Exit
98.87, 4, white, Exit
98.87, 2, white, Exit
98.90, 4, red, Exit
98.93, 4, white, Exit
98.93, 2, white, Exit
99.10, 4, white, Exit
99.10, 2, white, Exit
99.13, 4, white, Exit
99.13, 2, white, Exit
99.33, 3, red, Exit
99.33, 4, red, Exit
99.47, 4, white, Exit
99.47, 2, white, Exit
99.50, 2, red, Exit
99.50, 4, white, Exit
99.50, 2, white, Exit
99.53, 4, red, Exit
99.67, 1, red, Exit
99.70, 4, red, Exit
99.70, 3, red, Exit
99.70, 2, red, Exit
99.70, 1, red, Exit
99.73, 4, red, Exit
99.83, 2, red, Exit
99.83, 4, white, Exit
99.83, 2, white, Exit
99.87, 4, red, Exit
99.87, 3, red, Exit
99.87, 4, white, Exit
99.87, 2, white, Exit
99.90, 2, red, Exit
99.90, 4, white, Exit
99.90, 1, white, Exit
99.90, 2, white, Exit
99.93, 4, white, Exit
99.93, 2, white, Exit
99.93, 1, white, Exit
99.97, 3, red, Exit
99.97, 1, red, Exit
99.97, 4, white, Exit
99.97, 1, white, Exit
99.97, 2, white, Exit
100.00, 4, white, Exit
100.00, 2, white, Exit
100.00, 4, white, Exit
100.03, 2, white, Exit
100.07, 4, white, Exit
100.07, 2, white, Exit
100.07, 4, white, Exit
100.10, 2, white, Exit
100.13, 4, white, Exit
100.13, 2, white, Exit
100.13, 4, white, Exit
100.17, 2, white, Exit
100.17, 4, white, Exit
100.20, 3, red, Exit
100.20, 1, red, Exit
100.20, 2, white, Exit
100.20, 4, white, Exit
100.23, 3, red, Exit
100.23, 2, white, Exit
100.27, 4, white, Exit
100.27, 2, white, Exit
100.30, 4, white, Exit
100.30, 2, white, Exit
100.33, 2, red, Exit
100.33, 4, white, Exit
100.33, 2, white, Exit
100.37, 4, white, Exit
100.37, 2, white, Exit
100.40, 4, white, Exit
100.40, 2, white, Exit
100.40, 4, white, Exit
100.43, 2, white, Exit
100.43, 4, white, Exit
100.47, 2, white, Exit
100.47, 4, white, Exit
100.50, 3, red, Exit
100.50, 2, white, Exit
100.50, 4, white, Exit
100.53, 4, red, Exit
100.53, 2, white, Exit
100.57, 4, white, Exit
100.57, 2, white, Exit
100.60, 1, red, Exit
100.60, 2, red, Exit
100.60, 4, white, Exit
100.60, 2, white, Exit
100.67, 4, white, Exit
100.67, 2, white, Exit
100.70, 3, red, Exit
100.70, 4, red, Exit
100.70, 4, white, Exit
100.70, 2, white, Exit
100.70, 4, white, Exit
100.73, 3, red, Exit
100.73, 4, red, Exit
100.73, 2, white, Exit
100.73, 4, white, Exit
100.77, 3, red, Exit
100.77, 4, red, Exit
100.77, 2, white, Exit
100.80, 3, red, Exit
100.80, 4, red, Exit
100.80, 4, white, Exit
100.80, 2, white, Exit
100.83, 3, red, Exit
100.83, 4, red, Exit
100.83, 4, white, Exit
100.83, 2, white, Exit
100.87, 3, red, Exit
100.87, 4, red, Exit
100.87, 2, red, Exit
100.87, 4, white, Exit
100.87, 2, white, Exit
100.90, 3, red, Exit
100.90, 4, red, Exit
100.93, 1, red, Exit
100.97, 4, red, Exit
100.97, 1, red, Exit
101.00, 4, red, Exit
101.00, 2, red, Exit
101.00, 1, red, Exit
101.00, 2, red, Exit
101.00, 4, white, Exit
101.00, 2, white, Exit
101.03, 4, red, Exit
101.03, 1, red, Exit
101.07, 4, red, Exit
101.17, 3, red, Exit
101.17, 4, red, Exit
101.20, 3, red, Exit
101.20, 4, red, Exit
101.20, 2, red, Exit
101.23, 3, red, Exit
101.23, 4, red, Exit
101.23, 4, white, Exit
101.23, 2, white, Exit
101.27, 2, red, Exit
101.30, 4, red, Exit
101.30, 4, white, Exit
101.30, 2, white, Exit
101.33, 3, red, Exit
101.33, 4, red, Exit
101.33, 1, red, Exit
101.33, 2, red, Exit
101.33, 4, white, Exit
101.33, 2, white, Exit
101.37, 3, red, Exit
101.37, 4, red, Exit
101.37, 1, red, Exit
101.37, 4, white, Exit
101.37, 2, white, Exit
101.40, 3, red, Exit
101.40, 4, red, Exit
101.40, 2, red, Exit
101.40, 4, white, Exit
101.40, 2, white, Exit
101.43, 3, red, Exit
101.43, 4, red, Exit
101.43, 4, white, Exit
101.43, 2, white, Exit
101.47, 3, red, Exit
101.47, 4, red, Exit
101.47, 4, white, Exit
101.47, 2, white, Exit
101.50, 2, red, Exit
101.50, 4, white, Exit
101.50, 2, white, Exit
101.53, 4, red, Exit
101.53, 2, red, Exit
101.57, 4, red, Exit
101.57, 2, red, Exit
101.57, 1, red, Exit
101.60, 4, red, Exit
101.70, 2, red, Exit
101.73, 4, red, Exit
101.73, 2, red, Exit
101.77, 4, red, Exit
